2±¶,2±¶,2±¶,2±¶,2±¶,2±¶,2±¶,2±¶,2±¶,2±¶,XX
3,3,2,3,3,3,3,2,2,1,
3,2,1,3,3,2,2,4,3,3,
2,2,3,2,1,3,1,3,3,2,
2,2,1,3,3,1,3,4,2,3,
3,3,1,1,3,3,2,4,1,4,
1,3,4,2,2,1,3,6,4,2,
3,2,4,1,2,2,3,4,1,1,
3,2,2,3,2,3,2,6,3,4,
3,2,2,2,2,2,3,4,3,3,
3,2,3,2,3,2,1,3,4,2,
3,3,2,2,3,2,2,2,4,3,
2,3,4,2,2,3,3,2,3,2,
XX,XX,XX,XX,XX,XX,XX,XX,XX,XX,
349,373,403,354,372,334,365,494,418,411,
300,300,300,300,300,300,300,300,300,300,
114%,123%,132%,117%,122%,110%,121%,165%,139%,136%,
,,,,,,,,,,
